datetime,temp,precip,Number of Bicycle Hires
10/12/2016,11.9,0.999,15054
11/12/2016,7.0,4.995,17713
12/12/2016,7.9,0.399,25476
13/12/2016,10.9,0.203,26747
14/12/2016,10.2,0.0,29130
15/12/2016,9.0,0.0,28449
16/12/2016,9.6,0.0,27926
17/12/2016,6.7,0.001,17473
18/12/2016,7.3,0.0,15152
19/12/2016,6.7,0.003,23736
20/12/2016,5.9,0.0,25106
21/12/2016,9.6,0.203,23329
22/12/2016,7.0,0.001,21659
23/12/2016,9.0,0.002,14534
24/12/2016,8.2,1.009,7978
25/12/2016,11.9,0.001,37401
26/12/2016,7.6,1.195,11637
27/12/2016,2.6,0.0,11003
28/12/2016,2.6,0.001,12530
29/12/2016,2.8,0.2,14206
30/12/2016,2.8,0.002,11684
31/12/2016,6.4,0.001,11584
01/01/2017,6.5,8.976,6534
02/01/2017,3.5,2.0,11954
03/01/2017,2.1,0.001,19622
04/01/2017,5.3,0.0,22122
05/01/2017,2.6,0.0,23580
06/01/2017,3.3,1.002,18973
07/01/2017,8.8,2.214,13879
08/01/2017,9.1,0.201,13506
09/01/2017,8.3,3.395,38042
10/01/2017,6.6,1.986,28106
11/01/2017,8.5,0.0,28270
12/01/2017,5.0,16.969,17109
13/01/2017,3.2,2.598,20963
14/01/2017,2.4,0.404,13766
15/01/2017,5.5,5.407,6752
16/01/2017,5.3,3.409,19230
17/01/2017,3.1,0.0,27281
18/01/2017,1.4,0.0,27194
19/01/2017,3.4,0.0,26826
20/01/2017,3.4,0.001,25125
21/01/2017,1.9,0.0,17552
22/01/2017,0.7,0.0,15628
23/01/2017,1.3,0.199,23280
24/01/2017,3.9,0.001,26611
25/01/2017,1.4,0.001,25175
26/01/2017,-0.2,0.0,23831
27/01/2017,3.5,0.0,23387
28/01/2017,7.5,0.202,17523
29/01/2017,6.6,4.002,9078
30/01/2017,7.7,9.0,24969
31/01/2017,6.8,0.601,22623
01/02/2017,10.4,7.99,23181
02/02/2017,10.8,0.211,25601
03/02/2017,8.8,0.816,23231
04/02/2017,5.8,1.606,17324
05/02/2017,5.3,0.207,14570
06/02/2017,5.0,0.0,24312
07/02/2017,7.5,6.204,27156
08/02/2017,4.8,0.0,25770
09/02/2017,2.4,0.0,22900
10/02/2017,2.1,0.401,18673
11/02/2017,2.1,1.001,9394
12/02/2017,3.5,0.602,10272
13/02/2017,6.1,0.0,24159
14/02/2017,7.4,0.0,26649
15/02/2017,9.4,1.01,24330
16/02/2017,8.8,0.2,26649
17/02/2017,9.5,0.199,25883
18/02/2017,8.2,0.0,21292
19/02/2017,8.5,0.0,19169
20/02/2017,12.6,0.198,28665
21/02/2017,11.8,0.008,28929
22/02/2017,12.2,0.001,27290
23/02/2017,9.9,0.809,22520
24/02/2017,6.4,0.0,26832
25/02/2017,8.7,0.602,14132
26/02/2017,10.6,1.199,14911
27/02/2017,7.4,11.784,20001
28/02/2017,5.1,1.796,24755
01/03/2017,7.4,0.4,24746
02/03/2017,8.0,0.402,26938
03/03/2017,8.6,2.007,22914
04/03/2017,9.1,1.217,21546
05/03/2017,7.4,5.001,10593
06/03/2017,7.4,1.005,26917
07/03/2017,7.7,0.199,29174
08/03/2017,11.0,2.984,24440
09/03/2017,13.0,0.0,31113
10/03/2017,9.9,0.0,28126
11/03/2017,13.1,0.0,30560
12/03/2017,11.6,0.804,15850
13/03/2017,11.4,0.0,32177
14/03/2017,11.5,0.0,30857
15/03/2017,12.2,0.0,34548
16/03/2017,10.1,0.001,31876
17/03/2017,9.1,0.0,26481
18/03/2017,12.6,0.797,7771
19/03/2017,13.1,0.0,19335
20/03/2017,11.0,3.185,24145
21/03/2017,8.2,0.001,30182
22/03/2017,7.5,3.009,23725
23/03/2017,8.9,4.198,27639
24/03/2017,9.1,0.0,27578
25/03/2017,9.8,0.0,28374
26/03/2017,10.0,0.0,24090
27/03/2017,10.0,0.0,30887
28/03/2017,11.2,0.0,32314
29/03/2017,13.2,0.2,29907
30/03/2017,16.1,0.0,34219
31/03/2017,13.9,0.0,30730
01/04/2017,12.2,0.01,28237
02/04/2017,11.7,0.0,31064
03/04/2017,11.7,0.0,34287
04/04/2017,11.9,0.005,30887
05/04/2017,11.0,0.0,33985
06/04/2017,12.1,0.0,36003
07/04/2017,12.3,0.0,35434
08/04/2017,13.6,0.0,38878
09/04/2017,16.2,0.0,42854
10/04/2017,11.8,0.0,31158
11/04/2017,11.5,0.0,35436
12/04/2017,11.6,0.0,32570
13/04/2017,10.8,0.0,30343
14/04/2017,11.8,0.0,22357
15/04/2017,12.0,0.0,24627
16/04/2017,11.1,0.0,23090
17/04/2017,10.2,0.202,20130
18/04/2017,8.7,0.0,29490
19/04/2017,9.0,0.0,32500
20/04/2017,11.0,0.0,33546
21/04/2017,12.5,0.0,31510
22/04/2017,12.0,0.0,28323
23/04/2017,11.6,0.0,28736
24/04/2017,10.2,0.397,28500
25/04/2017,6.4,0.0,32383
26/04/2017,6.3,1.0,28360
27/04/2017,6.9,0.797,26727
28/04/2017,10.5,0.001,30390
29/04/2017,11.3,0.0,28450
30/04/2017,13.5,0.0,27461
01/05/2017,10.8,0.613,18493
02/05/2017,12.2,0.002,32945
03/05/2017,9.8,0.402,27191
04/05/2017,11.3,0.199,31200
05/05/2017,11.5,0.0,31355
06/05/2017,12.3,0.0,29020
07/05/2017,12.1,0.0,28491
08/05/2017,10.0,0.0,30426
09/05/2017,10.2,0.0,33211
10/05/2017,11.7,0.0,36305
11/05/2017,14.1,0.001,33911
12/05/2017,14.9,1.006,32618
13/05/2017,14.3,0.004,29539
14/05/2017,14.8,0.619,30145
15/05/2017,14.4,0.802,25882
16/05/2017,18.8,0.398,35964
17/05/2017,15.9,7.91,18926
18/05/2017,12.5,9.971,23268
19/05/2017,11.9,7.211,28730
20/05/2017,12.3,0.799,26825
21/05/2017,14.9,0.002,33728
22/05/2017,18.2,0.0,40021
23/05/2017,16.9,0.0,39259
24/05/2017,19.8,0.0,41644
25/05/2017,20.0,0.0,43528
26/05/2017,20.4,0.0,43701
27/05/2017,19.3,0.0,35354
28/05/2017,17.4,3.99,27909
29/05/2017,18.0,7.809,26476
30/05/2017,17.7,0.001,37517
31/05/2017,17.9,0.0,39019
01/06/2017,19.2,0.0,42514
02/06/2017,19.0,2.018,34459
03/06/2017,17.7,0.0,38635
04/06/2017,15.2,0.992,30840
05/06/2017,14.9,0.004,30846
06/06/2017,12.9,18.992,17387
07/06/2017,14.9,3.977,34819
08/06/2017,15.7,1.0,32751
09/06/2017,16.4,1.21,33705
10/06/2017,18.3,0.0,36788
11/06/2017,18.9,0.0,32997
12/06/2017,15.9,0.0,36114
13/06/2017,17.6,0.0,41337
14/06/2017,20.2,0.0,44762
15/06/2017,19.2,0.0,42249
16/06/2017,18.1,0.0,40288
17/06/2017,22.9,0.0,41719
18/06/2017,24.6,0.0,38577
19/06/2017,25.3,0.0,41624
20/06/2017,23.7,0.0,43185
21/06/2017,24.3,0.0,43885
22/06/2017,21.6,0.003,39708
23/06/2017,18.9,0.0,40025
24/06/2017,19.2,0.0,30271
25/06/2017,18.3,0.202,31012
26/06/2017,18.6,0.0,42096
27/06/2017,17.3,8.978,24206
28/06/2017,15.3,12.204,33008
29/06/2017,15.2,0.198,38137
30/06/2017,18.1,0.0,40350
01/07/2017,18.1,0.002,36183
02/07/2017,18.9,0.003,42875
03/07/2017,19.1,0.0,39970
04/07/2017,19.6,0.0,43784
05/07/2017,21.9,0.0,46035
06/07/2017,24.0,0.0,44386
07/07/2017,23.6,6.947,43547
08/07/2017,21.8,0.0,40196
09/07/2017,22.1,0.0,38912
10/07/2017,21.3,0.0,41086
11/07/2017,16.6,5.999,25955
12/07/2017,17.3,31.359,38377
13/07/2017,17.9,0.0,42082
14/07/2017,17.8,0.0,38932
15/07/2017,18.1,0.001,30690
16/07/2017,21.4,0.001,31595
17/07/2017,21.0,0.002,41811
18/07/2017,21.3,0.0,41804
19/07/2017,20.2,5.422,39340
20/07/2017,18.2,0.406,37164
21/07/2017,17.9,0.0,37967
22/07/2017,14.9,18.401,16392
23/07/2017,15.1,0.999,26432
24/07/2017,16.1,0.405,32515
25/07/2017,17.9,0.0,41029
26/07/2017,17.8,0.806,33566
27/07/2017,16.6,3.977,32588
28/07/2017,16.8,1.996,32857
29/07/2017,17.5,4.209,23334
30/07/2017,17.5,24.487,31893
31/07/2017,17.6,0.0,38541
01/08/2017,17.6,0.002,39837
02/08/2017,17.1,7.003,27123
03/08/2017,18.6,0.213,34430
04/08/2017,18.2,0.0,34893
05/08/2017,17.3,0.212,27715
06/08/2017,16.4,0.0,31536
07/08/2017,16.7,0.004,32303
08/08/2017,15.9,0.001,33854
09/08/2017,14.2,29.975,11525
10/08/2017,15.8,5.979,35707
11/08/2017,16.0,0.0,34462
12/08/2017,19.0,0.001,31034
13/08/2017,17.8,0.0,34928
14/08/2017,18.1,0.0,35979
15/08/2017,19.0,0.001,38181
16/08/2017,17.1,0.0,37037
17/08/2017,19.4,2.995,31947
18/08/2017,16.2,2.993,28252
19/08/2017,16.3,0.0,29156
20/08/2017,15.4,0.002,25270
21/08/2017,16.6,4.897,27725
22/08/2017,19.4,0.0,33327
23/08/2017,18.9,0.201,34439
24/08/2017,17.4,0.0,34548
25/08/2017,18.1,0.0,35108
26/08/2017,19.7,0.0,31442
27/08/2017,20.7,0.0,33657
28/08/2017,21.6,0.0,34862
29/08/2017,20.6,0.0,35427
30/08/2017,13.6,6.574,22542
31/08/2017,14.8,0.214,35953
01/09/2017,15.8,0.001,36194
02/09/2017,16.2,0.0,35246
03/09/2017,14.8,0.003,21934
04/09/2017,17.6,2.416,28710
05/09/2017,18.0,0.4,32336
06/09/2017,15.4,0.599,36559
07/09/2017,15.8,0.0,35614
08/09/2017,15.7,5.795,23199
09/09/2017,13.7,0.02,28349
10/09/2017,13.3,0.603,21298
11/09/2017,14.3,0.419,26886
12/09/2017,14.0,0.201,32569
13/09/2017,14.7,5.0,32583
14/09/2017,12.6,0.004,33252
15/09/2017,11.8,0.204,31628
16/09/2017,11.9,0.611,26166
17/09/2017,12.6,0.002,25300
18/09/2017,13.6,0.206,30718
19/09/2017,11.5,3.007,34917
20/09/2017,13.7,0.0,35149
21/09/2017,15.5,0.814,31174
22/09/2017,13.1,0.2,36125
23/09/2017,15.8,0.0,30654
24/09/2017,16.8,0.0,32726
25/09/2017,16.6,1.223,30066
26/09/2017,16.8,0.001,37394
27/09/2017,16.6,0.0,34694
28/09/2017,16.8,14.982,35526
29/09/2017,16.4,3.194,28782
30/09/2017,13.9,0.001,29003
01/10/2017,16.3,2.201,22814
02/10/2017,15.4,0.0,33891
03/10/2017,12.2,0.0,37187
04/10/2017,12.6,0.0,36798
05/10/2017,14.5,0.996,34779
06/10/2017,11.6,0.0,35344
07/10/2017,14.0,0.2,25505
08/10/2017,13.2,0.598,28830
09/10/2017,13.5,0.0,34182
10/10/2017,14.1,0.199,35961
11/10/2017,15.3,0.202,32760
12/10/2017,13.4,0.805,36372
13/10/2017,16.1,0.0,34229
14/10/2017,17.2,0.0,32123
15/10/2017,15.4,0.001,32696
16/10/2017,16.9,0.0,34787
17/10/2017,13.1,0.0,35199
18/10/2017,13.7,2.988,27348
19/10/2017,15.6,3.184,31069
20/10/2017,13.4,1.013,31306
21/10/2017,13.9,0.804,22475
22/10/2017,11.6,0.0,21013
23/10/2017,13.6,0.002,30604
24/10/2017,16.5,0.002,33732
25/10/2017,15.3,0.004,36064
26/10/2017,13.1,0.995,28423
27/10/2017,12.0,0.0,34654
28/10/2017,10.6,0.0,26633
29/10/2017,12.5,0.199,22228
30/10/2017,7.8,0.0,31364
31/10/2017,10.0,0.0,33312
01/11/2017,11.1,0.0,34747
02/11/2017,9.2,0.001,34290
03/11/2017,11.3,0.0,34716
04/11/2017,11.5,3.002,17801
05/11/2017,7.2,0.199,21588
06/11/2017,6.1,0.2,30663
07/11/2017,10.0,0.202,27314
08/11/2017,7.4,4.01,29455
09/11/2017,8.3,0.0,31374
10/11/2017,10.2,0.596,28480
11/11/2017,8.6,14.144,16679
12/11/2017,7.4,2.005,16460
13/11/2017,5.5,0.0,29301
14/11/2017,9.1,0.2,29355
15/11/2017,10.5,0.201,30564
16/11/2017,11.0,0.0,31112
17/11/2017,6.1,0.2,29876
18/11/2017,7.1,2.007,12976
19/11/2017,5.3,0.003,18874
20/11/2017,10.5,1.198,25998
21/11/2017,13.0,0.199,31316
22/11/2017,14.4,0.0,31315
23/11/2017,11.3,2.603,30147
24/11/2017,6.5,0.0,28930
25/11/2017,3.5,0.001,17691
26/11/2017,4.6,0.0,15229
27/11/2017,8.5,1.013,24324
28/11/2017,4.9,0.199,28202
29/11/2017,4.5,0.0,27319
30/11/2017,2.5,0.0,25986
01/12/2017,4.5,0.001,24321
02/12/2017,5.0,0.0,16887
03/12/2017,8.4,0.601,12773
04/12/2017,7.6,0.0,27613
05/12/2017,8.3,0.002,29611
06/12/2017,9.7,0.0,29058
07/12/2017,9.2,1.023,24810
08/12/2017,3.2,0.0,24431
09/12/2017,1.5,0.0,15509
10/12/2017,1.9,16.98,5143
11/12/2017,2.3,10.591,13055
12/12/2017,1.4,0.0,22780
13/12/2017,6.5,5.006,20074
14/12/2017,4.2,2.005,24064
15/12/2017,4.2,1.002,21107
16/12/2017,3.1,0.997,12229
17/12/2017,4.6,3.202,7519
18/12/2017,5.5,0.2,23414
19/12/2017,4.2,0.199,22935
20/12/2017,8.9,0.398,21801
21/12/2017,10.9,0.199,20945
22/12/2017,10.5,0.797,17124
23/12/2017,9.5,0.0,9725
24/12/2017,9.5,0.0,7498
25/12/2017,10.2,0.401,27305
26/12/2017,6.0,5.19,7149
27/12/2017,4.0,11.041,5426
28/12/2017,1.8,0.0,11236
29/12/2017,5.1,8.178,8346
30/12/2017,11.2,3.608,10908
31/12/2017,10.9,3.028,9292
01/01/2018,7.1,4.409,10235
02/01/2018,7.9,3.996,14394
03/01/2018,9.3,5.015,20265
04/01/2018,8.5,8.178,17543
05/01/2018,6.6,2.003,21759
06/01/2018,4.3,0.006,13920
07/01/2018,3.8,0.0,12259
08/01/2018,4.7,0.0,23374
09/01/2018,5.7,0.0,24683
10/01/2018,7.7,0.202,26787
11/01/2018,7.1,0.201,25222
12/01/2018,7.1,2.185,24696
13/01/2018,6.2,0.0,17512
14/01/2018,5.5,0.0,15070
15/01/2018,8.3,5.412,19161
16/01/2018,5.8,0.004,26921
17/01/2018,5.1,0.001,26934
18/01/2018,8.0,0.403,26471
19/01/2018,4.0,0.0,25799
20/01/2018,3.8,5.982,9398
21/01/2018,3.7,10.006,5859
22/01/2018,9.3,1.995,26337
23/01/2018,10.9,0.202,26003
24/01/2018,10.2,11.978,20206
25/01/2018,7.9,0.2,28189
26/01/2018,6.0,0.001,26430
27/01/2018,7.9,0.802,14472
28/01/2018,11.4,0.001,17512
29/01/2018,10.4,0.201,26371
30/01/2018,5.4,0.005,28002
31/01/2018,7.0,2.401,24117
01/02/2018,5.4,0.0,25525
02/02/2018,5.8,0.795,25331
03/02/2018,4.3,1.028,8975
04/02/2018,3.9,0.4,13833
05/02/2018,3.2,0.0,23898
06/02/2018,2.4,0.0,25349
07/02/2018,2.8,0.0,25388
08/02/2018,3.4,0.0,25791
09/02/2018,5.2,5.984,21037
10/02/2018,4.4,2.005,9956
11/02/2018,5.6,0.605,14621
12/02/2018,3.2,0.0,24719
13/02/2018,4.5,1.006,20931
14/02/2018,4.1,1.796,18866
15/02/2018,7.8,5.203,25264
16/02/2018,5.1,0.0,25411
17/02/2018,6.1,0.0,23169
18/02/2018,6.8,0.0,18624
19/02/2018,8.9,1.203,19879
20/02/2018,8.6,0.212,25055
21/02/2018,5.1,0.0,26434
22/02/2018,3.9,0.002,26179
23/02/2018,2.6,0.0,23067
24/02/2018,2.8,0.0,16522
25/02/2018,1.9,0.0,14037
26/02/2018,0.3,0.0,19204
27/02/2018,-1.3,0.795,18741
28/02/2018,-3.2,0.0,10619
01/03/2018,-1.9,0.0,8744
02/03/2018,-0.5,0.0,8234
03/03/2018,2.3,4.981,7924
04/03/2018,6.1,1.001,10853
05/03/2018,7.5,0.003,24818
06/03/2018,7.6,0.403,26301
07/03/2018,6.9,3.207,22044
08/03/2018,7.2,2.004,25967
09/03/2018,7.0,2.992,18912
10/03/2018,11.4,4.013,18717
11/03/2018,9.1,3.974,16259
12/03/2018,9.1,2.236,19996
13/03/2018,7.9,0.204,28069
14/03/2018,8.9,0.0,28769
15/03/2018,10.0,5.232,25318
16/03/2018,10.3,0.005,28308
17/03/2018,1.7,0.599,8106
18/03/2018,0.4,0.794,6624
19/03/2018,1.8,0.605,20488
20/03/2018,5.1,0.001,24582
21/03/2018,5.8,0.0,27719
22/03/2018,7.8,0.0,27228
23/03/2018,9.3,0.001,26894
24/03/2018,8.3,1.6,18804
25/03/2018,9.3,0.0,19723
26/03/2018,9.1,0.0,29486
27/03/2018,9.3,4.191,22603
28/03/2018,6.2,11.387,15800
29/03/2018,5.8,3.024,20237
30/03/2018,6.2,11.014,6362
31/03/2018,6.1,0.406,11032
01/04/2018,6.0,0.0,13504
02/04/2018,8.4,11.985,7998
03/04/2018,11.4,2.803,22708
04/04/2018,10.3,0.804,23173
05/04/2018,8.5,0.002,30508
06/04/2018,11.0,0.0,30690
07/04/2018,12.9,0.0,25909
08/04/2018,10.6,2.617,9759
09/04/2018,9.1,7.676,16324
10/04/2018,10.7,8.384,26751
11/04/2018,9.7,4.409,24883
12/04/2018,8.8,0.002,26473
13/04/2018,9.1,0.0,27363
14/04/2018,12.9,0.0,34235
15/04/2018,12.1,0.202,21324
16/04/2018,11.7,0.0,30730
17/04/2018,14.7,0.0,33025
18/04/2018,17.9,0.0,40544
19/04/2018,20.2,0.0,43585
20/04/2018,19.8,0.0,45048
21/04/2018,17.1,0.001,42328
22/04/2018,17.8,3.031,38395
23/04/2018,12.5,0.0,35940
24/04/2018,13.4,0.0,33430
25/04/2018,11.8,0.799,33426
26/04/2018,10.8,0.005,34995
27/04/2018,9.8,6.946,21387
28/04/2018,9.2,4.808,17368
29/04/2018,7.6,0.0,15822
30/04/2018,7.1,8.392,17112
01/05/2018,9.0,0.001,34598
02/05/2018,10.3,3.017,23727
03/05/2018,11.1,0.0,35477
04/05/2018,15.0,0.0,36447
05/05/2018,15.6,0.0,39070
06/05/2018,17.5,0.0,40606
07/05/2018,19.4,0.0,45435
08/05/2018,18.7,0.0,41579
09/05/2018,15.4,0.0,41130
10/05/2018,13.7,1.99,38054
11/05/2018,13.5,0.0,38386
12/05/2018,12.7,4.021,16717
13/05/2018,13.0,1.997,29190
14/05/2018,15.2,0.0,38095
15/05/2018,16.8,0.0,42106
16/05/2018,13.1,0.0,34627
17/05/2018,12.0,0.0,37549
18/05/2018,12.4,0.0,37305
19/05/2018,14.4,0.0,36895
20/05/2018,14.6,0.0,39964
21/05/2018,16.3,0.0,38800
22/05/2018,17.0,0.0,41242
23/05/2018,14.1,0.0,38229
24/05/2018,15.2,2.453,31970
25/05/2018,16.3,0.009,35108
26/05/2018,20.3,0.0,33573
27/05/2018,20.9,13.969,33192
28/05/2018,19.8,0.0,36742
29/05/2018,15.6,23.946,24312
30/05/2018,16.2,0.426,34884
31/05/2018,18.6,0.004,37677
01/06/2018,18.8,0.0,37293
02/06/2018,18.8,0.0,38293
03/06/2018,20.2,0.0,39871
04/06/2018,16.5,0.0,35255
05/06/2018,14.7,0.0,37048
06/06/2018,15.8,0.0,41592
07/06/2018,17.1,0.001,37841
08/06/2018,18.0,0.0,39576
09/06/2018,17.1,0.0,36466
10/06/2018,17.7,0.0,38562
11/06/2018,18.0,0.0,41027
12/06/2018,15.1,0.0,38487
13/06/2018,16.1,0.0,40569
14/06/2018,17.7,0.2,37871
15/06/2018,18.0,0.0,39862
16/06/2018,16.8,0.0,31329
17/06/2018,15.7,0.201,26769
18/06/2018,19.2,0.201,39768
19/06/2018,20.6,0.0,41862
20/06/2018,19.4,0.0,41134
21/06/2018,16.5,0.0,41533
22/06/2018,16.8,0.0,41765
23/06/2018,18.1,0.0,38772
24/06/2018,20.0,0.0,38982
25/06/2018,21.9,0.0,44565
26/06/2018,21.1,0.0,46084
27/06/2018,18.9,0.0,44788
28/06/2018,19.4,0.0,43075
29/06/2018,20.2,0.0,43081
30/06/2018,20.3,0.0,38522
01/07/2018,23.2,0.0,37334
02/07/2018,23.1,0.0,42556
03/07/2018,20.5,4.962,44655
04/07/2018,19.9,0.0,43511
05/07/2018,22.6,0.011,44052
06/07/2018,23.6,0.0,43143
07/07/2018,24.6,0.0,36308
08/07/2018,24.2,0.0,38196
09/07/2018,23.1,0.0,41893
10/07/2018,18.3,0.0,43535
11/07/2018,18.3,0.0,44003
12/07/2018,19.3,0.0,41826
13/07/2018,20.4,0.018,38879
14/07/2018,21.5,1.985,37733
15/07/2018,23.4,0.0,37299
16/07/2018,23.6,0.992,41828
17/07/2018,19.8,0.0,43392
18/07/2018,20.6,1.985,43183
19/07/2018,21.4,0.0,42857
20/07/2018,21.0,0.0,40297
21/07/2018,22.4,0.0,38763
22/07/2018,23.1,0.0,37683
23/07/2018,25.2,0.0,42509
24/07/2018,24.0,0.0,44195
25/07/2018,24.8,0.0,44870
26/07/2018,26.8,0.0,43343
27/07/2018,24.5,5.986,34606
28/07/2018,19.7,0.202,41145
29/07/2018,18.2,5.016,18974
30/07/2018,20.3,0.203,38274
31/07/2018,19.9,4.259,42260
01/08/2018,19.9,0.0,43691
02/08/2018,22.2,0.0,43292
03/08/2018,25.8,0.0,40908
04/08/2018,24.1,0.0,39318
05/08/2018,22.5,0.0,40220
06/08/2018,24.2,0.0,41963
07/08/2018,23.9,0.0,40954
08/08/2018,19.8,0.798,42676
09/08/2018,15.7,11.97,20574
10/08/2018,15.0,13.004,29253
11/08/2018,15.9,0.0,33214
12/08/2018,18.8,0.404,23113
13/08/2018,19.4,1.007,36510
14/08/2018,19.6,0.0,40735
15/08/2018,19.7,0.0,40930
16/08/2018,17.4,14.983,28400
17/08/2018,17.0,0.0,36869
18/08/2018,18.7,0.0,31691
19/08/2018,20.9,0.0,32209
20/08/2018,21.6,0.0,37839
21/08/2018,21.8,0.0,40293
22/08/2018,18.9,0.0,38401
23/08/2018,19.3,0.998,34492
24/08/2018,14.7,4.965,27839
25/08/2018,13.1,5.776,25490
26/08/2018,14.1,11.97,8177
27/08/2018,16.8,0.598,25059
28/08/2018,17.4,0.0,34791
29/08/2018,16.3,4.999,27070
30/08/2018,16.1,0.0,37001
31/08/2018,16.8,0.0,35209
01/09/2018,18.0,0.0,35326
02/09/2018,17.7,0.0,35048
03/09/2018,17.9,0.0,36068
04/09/2018,16.8,0.0,36581
05/09/2018,17.3,0.003,36059
06/09/2018,16.5,0.003,34778
07/09/2018,14.1,0.003,35451
08/09/2018,14.8,0.0,28318
09/09/2018,18.3,0.0,30598
10/09/2018,17.3,0.0,36965
11/09/2018,19.0,0.0,37221
12/09/2018,14.2,2.004,33403
13/09/2018,13.8,0.199,38708
14/09/2018,14.2,0.0,35332
15/09/2018,15.8,0.001,33465
16/09/2018,18.0,0.0,32055
17/09/2018,20.7,0.0,39190
18/09/2018,19.6,0.1,38360
19/09/2018,19.4,0.003,37027
20/09/2018,19.1,0.209,35317
21/09/2018,14.5,4.804,32942
22/09/2018,11.6,6.002,12376
23/09/2018,11.1,15.58,13192
24/09/2018,10.3,0.0,34563
25/09/2018,10.8,0.0,36730
26/09/2018,13.7,0.0,39281
27/09/2018,15.4,0.0,39835
28/09/2018,14.2,0.0,35817
29/09/2018,11.8,0.0,32941
30/09/2018,11.1,0.0,25254
01/10/2018,11.4,0.0,34411
02/10/2018,15.6,0.0,37515
03/10/2018,15.2,0.0,38434
04/10/2018,13.3,0.001,36930
05/10/2018,15.3,0.0,39569
06/10/2018,10.9,10.013,10043
07/10/2018,9.9,0.2,25713
08/10/2018,11.7,0.0,35156
09/10/2018,14.4,0.0,39132
10/10/2018,16.0,0.0,39398
11/10/2018,17.5,0.008,35875
12/10/2018,18.3,0.408,35747
13/10/2018,21.4,0.005,36393
14/10/2018,14.1,7.026,10292
15/10/2018,13.0,19.238,28044
16/10/2018,16.4,0.0,37920
17/10/2018,13.6,1.003,30482
18/10/2018,12.9,0.0,35206
19/10/2018,10.7,0.0,34707
20/10/2018,11.6,0.0,32588
21/10/2018,13.6,0.0,32484
22/10/2018,10.7,0.002,34430
23/10/2018,10.9,0.0,34889
24/10/2018,13.4,0.0,35656
25/10/2018,10.1,0.0,34640
26/10/2018,9.5,0.803,27636
27/10/2018,5.4,0.001,18756
28/10/2018,6.6,3.978,13675
29/10/2018,5.9,0.001,29409
30/10/2018,7.3,0.001,30269
31/10/2018,7.6,0.0,32891
01/11/2018,9.7,6.808,23475
02/11/2018,5.6,0.001,31083
03/11/2018,9.4,0.0,25142
04/11/2018,10.5,0.0,21829
05/11/2018,11.4,0.0,31421
06/11/2018,13.0,0.198,33038
07/11/2018,12.4,3.055,27656
08/11/2018,10.0,0.597,32933
09/11/2018,10.5,0.399,27403
10/11/2018,11.0,24.959,14732
11/11/2018,10.6,16.963,18455
12/11/2018,11.0,8.964,26077
13/11/2018,10.7,0.011,32062
14/11/2018,11.5,0.198,33339
15/11/2018,12.7,0.0,33043
16/11/2018,10.3,0.002,28581
17/11/2018,9.0,0.001,20518
18/11/2018,8.3,0.0,9585
19/11/2018,7.3,0.202,18246
20/11/2018,4.5,10.951,15237
21/11/2018,4.0,4.99,25022
22/11/2018,4.1,0.0,26112
23/11/2018,7.2,0.0,25881
24/11/2018,8.7,0.598,15813
25/11/2018,7.5,0.005,14529
26/11/2018,7.1,0.0,27509
27/11/2018,6.5,3.016,22128
28/11/2018,12.2,3.8,22846
29/11/2018,12.3,1.22,25714
30/11/2018,9.3,0.406,28615
01/12/2018,10.5,5.007,14046
02/12/2018,13.7,0.815,15990
03/12/2018,11.3,3.983,25801
04/12/2018,6.1,0.0,28982
05/12/2018,10.2,1.627,23816
06/12/2018,12.2,0.203,16600
07/12/2018,10.7,8.003,18608
08/12/2018,9.8,0.798,16515
09/12/2018,9.4,1.205,15441
10/12/2018,7.7,0.0,27880
11/12/2018,5.8,0.0,28904
12/12/2018,6.5,0.001,27494
13/12/2018,3.4,0.0,25997
14/12/2018,3.2,0.0,24076
15/12/2018,3.3,10.981,8076
16/12/2018,6.9,1.009,12123
17/12/2018,7.4,5.004,24973
18/12/2018,9.9,2.009,20180
19/12/2018,8.0,5.161,22425
20/12/2018,8.5,0.208,23694
21/12/2018,11.4,6.206,19169
22/12/2018,9.9,0.797,13310
23/12/2018,9.4,3.6,6748
24/12/2018,6.1,1.999,10043
25/12/2018,5.7,0.199,35267
26/12/2018,8.0,0.001,10841
27/12/2018,5.4,0.0,12310
28/12/2018,7.9,0.0,13794
29/12/2018,10.0,0.0,13100
30/12/2018,9.2,0.199,12922
31/12/2018,8.7,0.0,16305
01/01/2019,8.8,0.0,14148
02/01/2019,5.8,0.0,19746
03/01/2019,5.1,0.0,21552
04/01/2019,3.6,0.0,20863
05/01/2019,5.1,0.0,13907
06/01/2019,7.7,0.0,14262
07/01/2019,9.6,0.0,25668
08/01/2019,7.9,0.0,27757
09/01/2019,4.8,0.0,26568
10/01/2019,4.1,0.0,26022
11/01/2019,7.9,0.002,26378
12/01/2019,9.0,0.0,16750
13/01/2019,10.7,0.002,16304
14/01/2019,8.4,0.0,28097
15/01/2019,7.0,0.0,29413
16/01/2019,7.8,3.004,24500
17/01/2019,4.0,0.601,26053
18/01/2019,3.0,0.0,25525
19/01/2019,4.2,0.001,16653
20/01/2019,2.9,0.0,16803
21/01/2019,2.5,0.001,26567
22/01/2019,3.6,1.026,23083
23/01/2019,1.8,1.995,25406
24/01/2019,1.7,0.796,24357
